"rowid","orderid","orderdate","sales","quantity","discount","profit","shipdate","customerid","shipmentid"
283,"CA-2015-130890","2015-11-02","1038.84",5,"0.20","51.94","2015-11-06","JO-15280",2
284,"CA-2015-130883","2015-09-26","141.76",5,"0.20","47.84","2015-10-02","TB-21520",2
285,"CA-2015-130883","2015-09-26","239.80",5,"0.20","47.96","2015-10-02","TB-21520",2
286,"CA-2015-130883","2015-09-26","31.10",6,"0.20","10.89","2015-10-02","TB-21520",2
287,"CA-2016-112697","2016-12-18","254.06",7,"0.70","-169.37","2016-12-20","AH-10195",4
288,"CA-2016-112697","2016-12-18","194.53",2,"0.20","24.32","2016-12-20","AH-10195",4
289,"CA-2016-112697","2016-12-18","961.48",5,"0.20","-204.31","2016-12-20","AH-10195",4
290,"CA-2016-110772","2016-11-20","19.10",7,"0.20","6.68","2016-11-24","NZ-18565",4
291,"CA-2016-110772","2016-11-20","18.50",8,"0.20","6.24","2016-11-24","NZ-18565",4
292,"CA-2016-110772","2016-11-20","255.98",2,"0.20","54.40","2016-11-24","NZ-18565",4
293,"CA-2016-110772","2016-11-20","86.97",3,"0.50","-48.70","2016-11-24","NZ-18565",4
294,"CA-2014-111451","2014-12-26","300.42",8,"0.20","78.86","2014-12-28","KL-16555",1
295,"CA-2014-111451","2014-12-26","230.35",3,"0.20","20.16","2014-12-28","KL-16555",1
296,"CA-2014-111451","2014-12-26","218.35",3,"0.20","-24.56","2014-12-28","KL-16555",1
297,"CA-2014-111451","2014-12-26","78.60",5,"0.70","-62.88","2014-12-28","KL-16555",1
298,"CA-2014-111451","2014-12-26","27.55",3,"0.20","9.30","2014-12-28","KL-16555",1
299,"CA-2016-142545","2016-10-28","32.40",5,"0.00","15.55","2016-11-03","JD-15895",2
300,"CA-2016-142545","2016-10-28","1082.48",8,"0.00","10.82","2016-11-03","JD-15895",2
301,"CA-2016-142545","2016-10-28","56.91",3,"0.00","27.32","2016-11-03","JD-15895",2
302,"CA-2016-142545","2016-10-28","77.60",4,"0.00","38.02","2016-11-03","JD-15895",2
303,"CA-2016-142545","2016-10-28","14.28",1,"0.00","6.57","2016-11-03","JD-15895",2
304,"US-2017-152380","2017-11-19","219.08",3,"0.50","-131.45","2017-11-23","JH-15910",2
305,"CA-2015-144253","2015-05-04","26.80",2,"0.00","12.86","2015-05-09","AS-10225",4
306,"CA-2014-130960","2014-12-30","9.84",3,"0.00","2.85","2015-01-04","KB-16600",2
307,"CA-2014-111003","2014-06-01","45.48",3,"0.00","20.92","2014-06-06","CR-12625",2
308,"CA-2014-111003","2014-06-01","289.20",6,"0.00","83.87","2014-06-06","CR-12625",2
309,"CA-2017-126774","2017-04-15","4.89",1,"0.00","2.00","2017-04-17","SH-20395",1
310,"CA-2016-142902","2016-09-12","15.14",4,"0.20","3.59","2016-09-14","BP-11185",4
311,"CA-2016-142902","2016-09-12","466.77",2,"0.20","52.51","2016-09-14","BP-11185",4
312,"CA-2016-142902","2016-09-12","15.23",1,"0.20","1.71","2016-09-14","BP-11185",4
313,"CA-2016-142902","2016-09-12","6.26",3,"0.20","2.04","2016-09-14","BP-11185",4
314,"CA-2014-120887","2014-09-27","87.54",3,"0.00","37.64","2014-10-03","TS-21205",2
315,"CA-2014-167850","2014-08-09","178.38",2,"0.20","22.30","2014-08-16","AG-10525",2
317,"CA-2014-164259","2014-12-28","99.14",4,"0.20","8.67","2014-12-30","SP-20860",1
318,"CA-2014-164973","2014-11-04","135.88",1,"0.10","24.16","2014-11-09","NM-18445",2
319,"CA-2014-164973","2014-11-04","3991.98",2,"0.00","1995.99","2014-11-09","NM-18445",2
320,"CA-2014-164973","2014-11-04","275.94",6,"0.00","80.02","2014-11-09","NM-18445",2
321,"CA-2014-164973","2014-11-04","360.00",4,"0.00","129.60","2014-11-09","NM-18445",2
322,"CA-2014-164973","2014-11-04","43.57",1,"0.00","13.07","2014-11-09","NM-18445",2
323,"CA-2014-156601","2014-09-19","7.16",2,"0.00","3.58","2014-09-24","FA-14230",2
324,"CA-2016-162138","2016-04-23","251.52",6,"0.20","81.74","2016-04-27","GK-14620",2
325,"CA-2016-162138","2016-04-23","99.99",1,"0.00","35.00","2016-04-27","GK-14620",2
326,"CA-2017-153339","2017-11-03","15.99",1,"0.20","1.00","2017-11-05","DJ-13510",4
327,"US-2016-141544","2016-08-30","290.90",3,"0.40","-67.88","2016-09-01","PO-18850",1
328,"US-2016-141544","2016-08-30","54.22",2,"0.20","3.39","2016-09-01","PO-18850",1
329,"US-2016-141544","2016-08-30","786.74",4,"0.30","-258.50","2016-09-01","PO-18850",1
330,"US-2016-141544","2016-08-30","100.24",10,"0.20","33.83","2016-09-01","PO-18850",1
331,"US-2016-141544","2016-08-30","37.76",6,"0.70","-27.69","2016-09-01","PO-18850",1
332,"US-2016-150147","2016-04-25","82.80",2,"0.40","-20.70","2016-04-29","JL-15850",4
333,"US-2016-150147","2016-04-25","20.72",2,"0.70","-13.82","2016-04-29","JL-15850",4
334,"US-2016-150147","2016-04-25","4.90",3,"0.70","-3.43","2016-04-29","JL-15850",4
335,"CA-2015-137946","2015-09-01","4.75",1,"0.20","1.60","2015-09-04","DB-13615",4
336,"CA-2015-137946","2015-09-01","959.98",2,"0.20","335.99","2015-09-04","DB-13615",4
337,"CA-2015-137946","2015-09-01","14.37",4,"0.20","4.49","2015-09-04","DB-13615",4
338,"CA-2014-129924","2014-07-12","7.71",2,"0.20","2.80","2014-07-17","AC-10420",2
339,"CA-2014-129924","2014-07-12","698.35",3,"0.20","-17.46","2014-07-17","AC-10420",2
340,"CA-2015-128167","2015-06-22","4.96",4,"0.00","2.33","2015-06-26","KL-16645",4
341,"CA-2014-122336","2014-04-13","17.86",4,"0.20","1.12","2014-04-17","JD-15895",4
342,"CA-2014-122336","2014-04-13","509.97",10,"0.70","-407.98","2014-04-17","JD-15895",4
343,"CA-2014-122336","2014-04-13","30.99",13,"0.20","10.07","2014-04-17","JD-15895",4
344,"CA-2014-122336","2014-04-13","71.93",12,"0.40","8.39","2014-04-17","JD-15895",4
345,"US-2015-120712","2015-12-20","88.80",4,"0.20","-2.22","2015-12-24","CS-12130",2
346,"CA-2017-169901","2017-06-15","47.98",3,"0.20","4.80","2017-06-19","CC-12550",2
347,"CA-2017-134306","2017-07-08","7.56",3,"0.00","3.10","2017-07-12","TD-20995",2
348,"CA-2017-134306","2017-07-08","24.56",2,"0.00","11.54","2017-07-12","TD-20995",2
349,"CA-2017-134306","2017-07-08","12.96",2,"0.00","4.15","2017-07-12","TD-20995",2
350,"CA-2016-129714","2016-09-01","6.79",1,"0.00","2.31","2016-09-03","AB-10060",1
351,"CA-2016-129714","2016-09-01","24.56",2,"0.00","11.54","2016-09-03","AB-10060",1
352,"CA-2016-129714","2016-09-01","3.05",1,"0.20","1.07","2016-09-03","AB-10060",1
353,"CA-2016-129714","2016-09-01","49.12",4,"0.00","23.09","2016-09-03","AB-10060",1
354,"CA-2016-129714","2016-09-01","4355.17",4,"0.20","1415.43","2016-09-03","AB-10060",1
355,"CA-2016-138520","2016-04-08","388.70",6,"0.20","-4.86","2016-04-13","JL-15505",2
356,"CA-2016-138520","2016-04-08","8.26",2,"0.00","3.80","2016-04-13","JL-15505",2
357,"CA-2016-138520","2016-04-08","17.04",4,"0.00","6.99","2016-04-13","JL-15505",2
358,"CA-2016-138520","2016-04-08","34.40",5,"0.00","15.82","2016-04-13","JL-15505",2
359,"CA-2016-130001","2016-04-23","36.24",5,"0.20","11.33","2016-04-28","HK-14890",2
360,"CA-2017-155698","2017-03-08","647.84",8,"0.00","168.44","2017-03-11","VB-21745",1
361,"CA-2017-155698","2017-03-08","20.70",2,"0.00","9.94","2017-03-11","VB-21745",1
362,"CA-2017-144904","2017-09-25","20.70",2,"0.00","9.94","2017-10-01","KW-16435",2
363,"CA-2017-144904","2017-09-25","488.65",3,"0.10","86.87","2017-10-01","KW-16435",2
364,"CA-2017-144904","2017-09-25","5.56",2,"0.00","1.45","2017-10-01","KW-16435",2
365,"CA-2017-144904","2017-09-25","47.12",8,"0.00","20.73","2017-10-01","KW-16435",2
366,"CA-2014-123344","2014-09-24","211.96",4,"0.00","8.48","2014-09-29","JD-16060",2
367,"CA-2016-155516","2016-10-21","23.20",4,"0.00","10.44","2016-10-21","MK-17905",3
368,"CA-2016-155516","2016-10-21","7.36",2,"0.00","0.15","2016-10-21","MK-17905",3
369,"CA-2016-155516","2016-10-21","104.79",7,"0.00","29.34","2016-10-21","MK-17905",3
370,"CA-2016-155516","2016-10-21","1043.92",4,"0.00","271.42","2016-10-21","MK-17905",3
371,"CA-2017-104745","2017-05-29","25.92",5,"0.20","9.40","2017-06-04","GT-14755",2
372,"CA-2017-104745","2017-05-29","53.42",3,"0.20","4.67","2017-06-04","GT-14755",2
373,"US-2014-119137","2014-07-23","8.16",5,"0.70","-5.71","2014-07-27","AG-10900",2
374,"US-2014-119137","2014-07-23","1023.94",8,"0.20","179.19","2014-07-27","AG-10900",2
375,"US-2014-119137","2014-07-23","9.24",1,"0.20","0.92","2014-07-27","AG-10900",2
376,"US-2014-119137","2014-07-23","479.04",10,"0.20","-29.94","2014-07-27","AG-10900",2
377,"US-2016-134656","2016-09-28","99.14",4,"0.20","30.98","2016-10-01","MM-18280",1
378,"US-2017-134481","2017-08-27","1488.42",7,"0.30","-297.68","2017-09-01","AR-10405",2
379,"CA-2015-130792","2015-04-28","8.65",3,"0.80","-20.33","2015-05-05","RA-19915",2
380,"CA-2015-130792","2015-04-28","23.83",3,"0.20","2.68","2015-05-05","RA-19915",2
381,"CA-2015-130792","2015-04-28","12.18",4,"0.80","-18.87","2015-05-05","RA-19915",2
382,"CA-2016-134775","2016-10-28","50.96",7,"0.00","25.48","2016-10-29","AS-10285",1
383,"CA-2016-134775","2016-10-28","49.54",3,"0.20","17.34","2016-10-29","AS-10285",1
384,"CA-2015-125395","2015-06-26","41.90",2,"0.00","8.80","2015-06-29","LA-16780",4
385,"US-2015-168935","2015-11-27","375.46",3,"0.45","-157.01","2015-12-02","DO-13435",2
386,"US-2015-168935","2015-11-27","83.98",3,"0.20","-1.05","2015-12-02","DO-13435",2
387,"CA-2015-122756","2015-12-03","482.34",4,"0.70","-337.64","2015-12-07","DK-13225",2
388,"CA-2015-122756","2015-12-03","2.96",1,"0.20","0.78","2015-12-07","DK-13225",2
389,"CA-2014-115973","2014-11-24","2.62",1,"0.20","0.43","2014-11-26","NG-18430",1
390,"CA-2017-101798","2017-12-11","23.36",4,"0.20","7.88","2017-12-15","MV-18190",2
391,"CA-2017-101798","2017-12-11","39.98",2,"0.00","13.59","2017-12-15","MV-18190",2
392,"US-2014-135972","2014-09-21","246.38",2,"0.20","27.72","2014-09-23","JG-15115",4
393,"US-2014-135972","2014-09-21","1799.97",3,"0.00","701.99","2014-09-23","JG-15115",4
394,"US-2014-134971","2014-06-07","12.46",3,"0.80","-20.56","2014-06-10","BP-11095",4
395,"CA-2017-102946","2017-06-30","75.79",3,"0.20","25.58","2017-07-05","VP-21730",2
396,"CA-2017-165603","2017-10-17","49.96",2,"0.00","9.49","2017-10-19","SS-20140",4
397,"CA-2017-165603","2017-10-17","12.96",2,"0.00","6.22","2017-10-19","SS-20140",4
398,"CA-2015-122259","2015-10-31","70.12",4,"0.00","21.04","2015-11-04","HP-14815",2
399,"CA-2016-108987","2016-09-08","35.95",3,"0.20","3.60","2016-09-10","AG-10675",4
400,"CA-2016-108987","2016-09-08","2396.27",4,"0.32","-317.15","2016-09-10","AG-10675",4
401,"CA-2016-108987","2016-09-08","131.14",4,"0.20","-32.78","2016-09-10","AG-10675",4
402,"CA-2016-108987","2016-09-08","57.58",2,"0.20","0.72","2016-09-10","AG-10675",4
403,"CA-2014-113166","2014-12-24","9.57",2,"0.20","3.47","2014-12-26","LF-17185",1
404,"CA-2014-155208","2014-04-16","39.07",6,"0.20","9.77","2014-04-20","SP-20650",2
405,"CA-2017-117933","2017-12-24","35.91",3,"0.00","9.70","2017-12-29","RF-19840",2
406,"CA-2017-117457","2017-12-08","179.95",5,"0.00","37.79","2017-12-12","KH-16510",2
407,"CA-2017-117457","2017-12-08","1199.98",3,"0.20","434.99","2017-12-12","KH-16510",2
408,"CA-2017-117457","2017-12-08","27.15",5,"0.00","13.30","2017-12-12","KH-16510",2
409,"CA-2017-117457","2017-12-08","1004.02",7,"0.20","-112.95","2017-12-12","KH-16510",2
410,"CA-2017-117457","2017-12-08","9.68",1,"0.00","4.65","2017-12-12","KH-16510",2
411,"CA-2017-117457","2017-12-08","28.35",9,"0.00","13.61","2017-12-12","KH-16510",2
412,"CA-2017-117457","2017-12-08","55.98",1,"0.00","27.43","2017-12-12","KH-16510",2
413,"CA-2017-117457","2017-12-08","1336.83",13,"0.15","31.45","2017-12-12","KH-16510",2
414,"CA-2017-117457","2017-12-08","113.57",2,"0.20","-18.45","2017-12-12","KH-16510",2
415,"CA-2017-142636","2017-11-03","139.86",7,"0.00","65.73","2017-11-07","KC-16675",2
416,"CA-2017-142636","2017-11-03","307.14",4,"0.20","26.87","2017-11-07","KC-16675",2
417,"CA-2017-122105","2017-06-24","95.92",8,"0.00","25.90","2017-06-28","CJ-12010",2
418,"CA-2016-148796","2016-04-14","383.80",5,"0.20","38.38","2016-04-18","PB-19150",2
419,"CA-2017-154816","2017-11-06","5.78",1,"0.00","2.83","2017-11-10","VB-21745",2
420,"CA-2017-110478","2017-03-04","9.32",4,"0.00","2.70","2017-03-09","SP-20860",2
421,"CA-2017-110478","2017-03-04","15.25",1,"0.00","7.02","2017-03-09","SP-20860",2
422,"CA-2014-142048","2014-06-22","196.75",6,"0.20","56.57","2014-06-25","JE-15745",1
423,"CA-2017-125388","2017-10-19","56.56",4,"0.00","14.71","2017-10-23","MP-17965",2
424,"CA-2017-125388","2017-10-19","32.70",3,"0.00","8.50","2017-10-23","MP-17965",2
425,"CA-2017-155705","2017-08-21","866.40",4,"0.00","225.26","2017-08-23","NF-18385",4
426,"CA-2017-149160","2017-11-23","28.40",2,"0.00","11.08","2017-11-26","JM-15265",4
427,"CA-2017-149160","2017-11-23","287.92",8,"0.00","138.20","2017-11-26","JM-15265",4
428,"CA-2014-101476","2014-09-12","69.99",1,"0.00","30.10","2014-09-13","SD-20485",1
429,"CA-2017-152275","2017-10-01","6.67",6,"0.20","0.50","2017-10-08","KH-16630",2
430,"US-2016-123750","2016-04-15","189.59",2,"0.70","-145.35","2016-04-21","RB-19795",2
431,"US-2016-123750","2016-04-15","","","","","2016-04-21","RB-19795",2
432,"US-2016-123750","2016-04-15","","","","","2016-04-21","RB-19795",2
433,"US-2016-123750","2016-04-15","4.77",2,"0.20","-0.77","2016-04-21","RB-19795",2
434,"CA-2016-127369","2016-06-06","714.30",5,"0.00","207.15","2016-06-07","DB-13060",1
435,"US-2014-150574","2014-12-19","4.81",2,"0.70","-3.69","2014-12-25","MK-18160",2
436,"US-2014-150574","2014-12-19","247.80",5,"0.20","-18.59","2014-12-25","MK-18160",2
437,"CA-2016-147375","2016-06-12","1007.98",3,"0.30","43.20","2016-06-14","PO-19180",4
438,"CA-2016-147375","2016-06-12","313.49",7,"0.20","113.64","2016-06-14","PO-19180",4
439,"CA-2017-130043","2017-09-15","31.87",8,"0.20","11.55","2017-09-19","BB-11545",2
440,"CA-2017-157252","2017-01-20","207.85",3,"0.10","2.31","2017-01-23","CV-12805",4
441,"CA-2016-115756","2016-09-05","12.22",1,"0.00","3.67","2016-09-07","PK-19075",4
442,"CA-2016-115756","2016-09-05","194.94",3,"0.00","23.39","2016-09-07","PK-19075",4
443,"CA-2016-115756","2016-09-05","70.95",3,"0.00","20.58","2016-09-07","PK-19075",4
444,"CA-2016-115756","2016-09-05","91.36",4,"0.00","42.03","2016-09-07","PK-19075",4
445,"CA-2016-115756","2016-09-05","242.94",3,"0.00","29.15","2016-09-07","PK-19075",4
446,"CA-2016-115756","2016-09-05","22.05",7,"0.00","10.58","2016-09-07","PK-19075",4
447,"CA-2017-154214","2017-03-20","2.91",1,"0.00","1.37","2017-03-25","TB-21595",4
448,"CA-2016-166674","2016-04-01","59.52",3,"0.00","15.48","2016-04-03","RB-19360",4
449,"CA-2016-166674","2016-04-01","161.94",3,"0.00","9.72","2016-04-03","RB-19360",4
450,"CA-2016-166674","2016-04-01","263.88",6,"0.00","71.25","2016-04-03","RB-19360",4
451,"CA-2016-166674","2016-04-01","30.48",3,"0.00","7.92","2016-04-03","RB-19360",4
452,"CA-2016-166674","2016-04-01","9.84",3,"0.00","2.85","2016-04-03","RB-19360",4
453,"CA-2016-166674","2016-04-01","35.12",4,"0.00","9.13","2016-04-03","RB-19360",4
454,"CA-2017-147277","2017-10-20","284.36",2,"0.40","-75.83","2017-10-24","EB-13705",2
455,"CA-2017-147277","2017-10-20","665.41",2,"0.20","66.54","2017-10-24","EB-13705",2
456,"CA-2016-100153","2016-12-13","63.88",4,"0.00","24.91","2016-12-17","KH-16630",2
457,"US-2014-110674","2014-02-12","129.57",2,"0.20","-24.29","2014-02-18","SC-20095",2
458,"US-2016-157945","2016-09-26","747.56",3,"0.30","-96.11","2016-10-01","NF-18385",2
459,"US-2016-157945","2016-09-26","8.93",2,"0.20","3.35","2016-10-01","NF-18385",2
460,"CA-2015-109638","2015-12-15","103.92",4,"0.00","36.37","2015-12-22","JH-15985",2
461,"CA-2015-109638","2015-12-15","899.91",9,"0.00","377.96","2015-12-22","JH-15985",2
462,"CA-2015-109638","2015-12-15","51.31",3,"0.20","18.60","2015-12-22","JH-15985",2
463,"CA-2016-109869","2016-04-22","23.56",5,"0.20","7.07","2016-04-29","TN-21040",2
464,"CA-2016-109869","2016-04-22","1272.63",6,"0.50","-814.48","2016-04-29","TN-21040",2
465,"CA-2016-109869","2016-04-22","28.49",5,"0.70","-20.89","2016-04-29","TN-21040",2
466,"CA-2016-109869","2016-04-22","185.38",2,"0.20","-34.76","2016-04-29","TN-21040",2
467,"CA-2016-109869","2016-04-22","78.27",2,"0.20","5.87","2016-04-29","TN-21040",2
468,"US-2015-101399","2015-01-17","254.74",7,"0.60","-312.06","2015-01-24","JS-15940",2
469,"CA-2017-154907","2017-03-31","205.33",2,"0.32","-36.24","2017-04-04","DS-13180",2
470,"US-2016-100419","2016-12-16","4.79",3,"0.80","-7.90","2016-12-20","CC-12670",4
471,"CA-2015-154144","2015-12-20","55.48",1,"0.00","26.63","2015-12-24","MH-17785",2
472,"CA-2014-144666","2014-11-09","340.92",3,"0.00","3.41","2014-11-11","JP-15520",4
473,"CA-2014-144666","2014-11-09","222.67",2,"0.15","10.48","2014-11-11","JP-15520",4
474,"CA-2014-144666","2014-11-09","703.97",4,"0.20","88.00","2014-11-11","JP-15520",4
475,"CA-2014-144666","2014-11-09","92.52",6,"0.00","24.98","2014-11-11","JP-15520",4
476,"CA-2014-144666","2014-11-09","62.65",7,"0.00","28.82","2014-11-11","JP-15520",4
477,"CA-2014-144666","2014-11-09","94.85",5,"0.00","45.53","2014-11-11","JP-15520",4
478,"CA-2016-103891","2016-07-12","95.76",6,"0.20","7.18","2016-07-19","KH-16690",2
479,"CA-2016-152632","2016-10-27","40.20",3,"0.00","19.30","2016-11-02","JE-15475",2
480,"CA-2016-100790","2016-06-26","14.70",5,"0.00","6.62","2016-07-02","JG-15805",2
481,"CA-2016-100790","2016-06-26","704.25",5,"0.00","84.51","2016-07-02","JG-15805",2
482,"CA-2014-134677","2014-10-06","9.09",3,"0.00","1.91","2014-10-10","XP-21865",2
483,"CA-2014-127691","2014-07-22","5.96",2,"0.00","1.67","2014-07-27","EM-14065",2
484,"CA-2014-127691","2014-07-22","159.98",2,"0.00","57.59","2014-07-27","EM-14065",2
485,"CA-2017-140963","2017-06-10","29.60",2,"0.00","14.80","2017-06-13","MT-18070",1
486,"CA-2017-140963","2017-06-10","514.17",5,"0.15","-30.25","2017-06-13","MT-18070",1
487,"CA-2017-140963","2017-06-10","279.96",5,"0.20","17.50","2017-06-13","MT-18070",1
488,"CA-2014-154627","2014-10-29","2735.95",6,"0.20","341.99","2014-10-31","SA-20830",1
489,"CA-2014-133753","2014-06-09","7.99",1,"0.20","0.60","2014-06-13","CW-11905",4
490,"CA-2014-133753","2014-06-09","63.98",2,"0.20","10.40","2014-06-13","CW-11905",4
491,"CA-2014-133753","2014-06-09","70.37",2,"0.20","6.16","2014-06-13","CW-11905",4
492,"CA-2014-113362","2014-09-14","449.15",5,"0.00","8.98","2014-09-19","AJ-10960",2
493,"CA-2014-113362","2014-09-14","11.07",3,"0.00","5.09","2014-09-19","AJ-10960",2
494,"CA-2016-169166","2016-05-09","93.98",2,"0.00","13.16","2016-05-14","SS-20590",2
495,"US-2016-120929","2016-03-18","189.88",3,"0.40","-94.94","2016-03-21","RO-19780",4
496,"CA-2015-134782","2015-12-27","105.42",2,"0.00","51.66","2015-12-31","MD-17350",2
497,"CA-2016-126158","2016-07-25","119.62",8,"0.20","40.37","2016-07-31","SC-20095",2
498,"CA-2016-126158","2016-07-25","255.76",4,"0.00","81.84","2016-07-31","SC-20095",2
499,"CA-2016-126158","2016-07-25","241.57",2,"0.20","18.12","2016-07-31","SC-20095",2
500,"CA-2016-126158","2016-07-25","69.30",9,"0.00","22.87","2016-07-31","SC-20095",2
501,"US-2016-105578","2016-05-30","22.62",2,"0.70","-15.08","2016-06-04","MY-17380",2
502,"US-2016-105578","2016-05-30","14.95",2,"0.70","-11.96","2016-06-04","MY-17380",2
503,"US-2016-105578","2016-05-30","801.57",2,"0.20","50.10","2016-06-04","MY-17380",2
504,"US-2016-105578","2016-05-30","2.38",3,"0.70","-1.90","2016-06-04","MY-17380",2
505,"US-2016-105578","2016-05-30","32.79",1,"0.20","11.89","2016-06-04","MY-17380",2
506,"CA-2017-134978","2017-11-12","15.92",5,"0.20","5.37","2017-11-15","EB-13705",4
507,"CA-2015-145352","2015-03-16","2.74",1,"0.00","0.74","2015-03-22","CM-12385",2
508,"CA-2015-145352","2015-03-16","8.34",3,"0.00","2.17","2015-03-22","CM-12385",2
509,"CA-2015-145352","2015-03-16","46.74",3,"0.00","11.69","2015-03-22","CM-12385",2
510,"CA-2015-145352","2015-03-16","6354.95",5,"0.00","3177.48","2015-03-22","CM-12385",2
511,"CA-2017-135307","2017-11-26","126.30",3,"0.00","40.42","2017-11-27","LS-17245",1
512,"CA-2017-135307","2017-11-26","38.04",2,"0.00","12.17","2017-11-27","LS-17245",1
513,"CA-2016-106341","2016-10-20","7.15",3,"0.20","0.72","2016-10-23","LF-17185",1
514,"CA-2017-163405","2017-12-21","6.63",3,"0.00","1.79","2017-12-25","BN-11515",2
515,"CA-2017-163405","2017-12-21","5.88",2,"0.00","1.71","2017-12-25","BN-11515",2
516,"CA-2017-127432","2017-01-22","2999.95",5,"0.00","1379.98","2017-01-27","AD-10180",2
517,"CA-2017-127432","2017-01-22","51.45",3,"0.00","13.89","2017-01-27","AD-10180",2
518,"CA-2017-127432","2017-01-22","11.96",2,"0.00","5.38","2017-01-27","AD-10180",2
519,"CA-2017-127432","2017-01-22","1126.02",3,"0.00","56.30","2017-01-27","AD-10180",2
520,"CA-2015-157812","2015-03-22","18.39",1,"0.20","5.29","2015-03-26","DB-13210",2
521,"CA-2015-157812","2015-03-22","129.57",2,"0.20","-25.91","2015-03-26","DB-13210",2
522,"CA-2015-157812","2015-03-22","14.11",9,"0.80","-21.17","2015-03-26","DB-13210",2
523,"CA-2017-145142","2017-01-23","210.98",2,"0.00","21.10","2017-01-25","MC-17605",1
524,"US-2016-139486","2016-05-21","55.18",3,"0.20","-12.41","2016-05-23","LH-17155",1
525,"US-2016-139486","2016-05-21","66.26",2,"0.00","27.17","2016-05-23","LH-17155",1
526,"CA-2015-158792","2015-12-26","22.20",5,"0.00","10.43","2016-01-02","BD-11605",2
527,"CA-2017-113558","2017-10-21","683.95",3,"0.20","42.75","2017-10-26","PH-18790",2
528,"CA-2017-113558","2017-10-21","45.70",3,"0.20","5.14","2017-10-26","PH-18790",2
529,"US-2015-138303","2015-09-03","36.34",3,"0.20","-7.27","2015-09-07","MG-18145",2
